title_current,pct_tasks_affected_confirmed,workers_affected_confirmed,wages_affected_confirmed,pct_tasks_affected_ceiling,workers_affected_ceiling,wages_affected_ceiling,adoption_gap,ska_overall_gap,emp_nat,median_wage,major,job_zone,risk_score,risk_tier,quadrant,opportunity_score
Shoe Machine Operators and Tenders,8.17,267.16,10194841.61,11.16,365.02,13929301.37,2.99,-0.14,3270.00,38160.00,Production Occupations,2.00,3,low,Q2: Already adopted,799.55
"Model Makers, Wood",24.17,87.03,4512485.23,32.28,116.20,6025098.37,8.10,-0.39,360.00,51850.00,Production Occupations,3.00,4,moderate,Q1: Automation opportunity,705.25
Watch and Clock Repairers,16.48,214.21,13000703.28,19.73,256.47,15565077.88,3.25,-1.41,1300.00,60690.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q4: Low priority,696.26
Farm Labor Contractors,19.80,81.19,3953238.60,28.08,115.12,5605267.87,8.28,1.02,410.00,48690.00,Business and Financial Operations Occupations,2.00,5,moderate,Q1: Automation opportunity,671.90
Endoscopy Technicians,1.46,405.22,18660521.19,2.95,818.00,37668820.81,1.49,0.58,27713.00,46050.00,Healthcare Support Occupations,2.00,4,moderate,Q2: Already adopted,603.57
Commercial Divers,23.55,807.61,49369377.49,24.28,832.65,50900092.46,0.73,-1.68,3430.00,61130.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q4: Low priority,589.59
"Molders, Shapers, and Casters, Except Metal and Plastic",12.68,399.01,18230801.28,13.72,431.78,19727970.00,1.04,-1.60,3146.00,45690.00,Production Occupations,2.00,1,low,Q4: Low priority,415.60
"Patternmakers, Wood",31.98,57.57,3023363.38,36.86,66.35,3484831.65,4.88,-0.94,180.00,52520.00,Production Occupations,3.00,4,moderate,Q2: Already adopted,281.00
Motorboat Mechanics and Service Technicians,12.95,3140.67,172579547.08,13.04,3161.89,173745597.06,0.09,-1.88,24250.00,54950.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q4: Low priority,274.83
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.54,65.37,2244046.91,4.38,529.71,18184843.77,3.84,0.49,12080.00,34330.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q2: Already adopted,251.26
Stonemasons,10.30,900.97,46841566.51,10.55,923.32,48003573.22,0.26,-0.22,8750.00,51990.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,230.14
Astronomers,72.49,1130.78,149454589.12,72.67,1133.71,149843010.14,0.19,-4.72,1560.00,132170.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,213.02
"Cooks, Private Household",41.42,372.76,16598872.70,41.72,375.52,16722061.60,0.31,0.97,900.00,44530.00,Food Preparation and Serving Related Occupations,3.00,6,moderate,Q2: Already adopted,114.58
Timing Device Assemblers and Adjusters,9.74,22.39,913475.80,11.05,25.41,1036379.80,1.31,-1.92,230.00,40790.00,Production Occupations,2.00,4,moderate,Q4: Low priority,29.34
Tile and Stone Setters,16.11,6240.10,325982956.21,16.11,6240.10,325982956.21,0.00,0.97,38740.00,52240.00,Construction and Extraction Occupations,2.00,3,low,Q2: Already adopted,0.00
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",21.75,1690.85,144990691.96,21.75,1690.85,144990691.96,0.00,-0.51,7773.33,85750.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Tire Builders,1.99,416.34,23139941.78,1.99,416.34,23139941.78,0.00,-1.87,20970.00,55580.00,Production Occupations,2.00,2,low,Q4: Low priority,0.00
Helpers--Roofers,2.34,121.07,4914227.95,2.34,121.07,4914227.95,0.00,0.28,5170.00,40590.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Highway Maintenance Workers,3.21,4876.48,239288991.31,3.21,4876.48,239288991.31,0.00,-0.33,151750.00,49070.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Histology Technicians,4.99,2855.58,176731699.48,4.99,2855.58,176731699.48,0.00,1.28,57173.33,61890.00,Healthcare Practitioners and Technical Occupations,3.00,5,moderate,Q2: Already adopted,0.00
"Rock Splitters, Quarry",6.41,197.41,9369051.84,6.41,197.41,9369051.84,0.00,-2.80,3080.00,47460.00,Construction and Extraction Occupations,1.00,2,low,Q4: Low priority,0.00
Roofers,5.61,7669.47,390912879.58,5.61,7669.47,390912879.58,0.00,-0.31,136740.00,50970.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Gem and Diamond Workers,29.86,1848.11,90816271.01,29.86,1848.11,90816271.01,0.00,0.64,6190.00,49140.00,Production Occupations,3.00,4,moderate,Q2: Already adopted,0.00
Brickmasons and Blockmasons,18.68,9997.22,607831269.46,18.68,9997.22,607831269.46,0.00,-0.60,53520.00,60800.00,Construction and Extraction Occupations,2.00,3,low,Q2: Already adopted,0.00
Bridge and Lock Tenders,0.00,0.00,0.00,22.87,622.12,36388031.40,22.87,0.71,2720.00,58490.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,0.00
Hearing Aid Specialists,14.11,1492.89,91902183.31,14.11,1492.89,91902183.31,0.00,-0.69,10580.00,61560.00,Healthcare Practitioners and Technical Occupations,3.00,6,moderate,Q2: Already adopted,0.00
Recreational Vehicle Service Technicians,29.04,5434.10,274639504.41,29.04,5434.10,274639504.41,0.00,-0.77,18710.00,50540.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q2: Already adopted,0.00
Recycling and Reclamation Workers,0.00,0.00,0.00,13.56,404313.00,15743948050.03,13.56,-1.00,2982530.00,38940.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,0.00
"Refractory Materials Repairers, Except Brickmasons",12.88,141.67,8293491.06,12.88,141.67,8293491.06,0.00,-3.13,1100.00,58540.00,"Installation, Maintenance, and Repair Occupations",2.00,1,low,Q4: Low priority,0.00
Helpers--Carpenters,6.10,1501.46,62460716.65,6.10,1501.46,62460716.65,0.00,0.71,24610.00,41600.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Rail-Track Laying and Maintenance Equipment Operators,0.00,0.00,0.00,0.77,127.57,8594172.98,0.77,-2.44,16480.00,67370.00,Construction and Extraction Occupations,2.00,2,low,Q4: Low priority,0.00
Terrazzo Workers and Finishers,20.46,296.71,16989717.24,20.46,296.71,16989717.24,0.00,-0.91,1450.00,57260.00,Construction and Extraction Occupations,2.00,3,low,Q2: Already adopted,0.00
Choreographers,52.52,1801.53,100165185.29,52.52,1801.53,100165185.29,0.00,-1.19,3430.00,55600.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,6,moderate,Q4: Low priority,0.00
Patient Representatives,80.85,94716.83,4621234207.25,80.85,94716.83,4621234207.25,0.00,-0.21,117145.00,48790.00,Healthcare Practitioners and Technical Occupations,3.00,10,high,Q2: Already adopted,0.00
Pile Driver Operators,0.00,0.00,0.00,6.36,193.33,13631507.53,6.36,-3.13,3040.00,70510.00,Construction and Extraction Occupations,2.00,1,low,Q4: Low priority,0.00
Plasterers and Stucco Masons,29.14,6085.38,340902760.22,29.14,6085.38,340902760.22,0.00,0.46,20880.00,56020.00,Construction and Extraction Occupations,1.00,3,low,Q2: Already adopted,0.00
Podiatrists,23.08,2197.35,335755535.36,23.08,2197.35,335755535.36,0.00,-3.21,9520.00,152800.00,Healthcare Practitioners and Technical Occupations,5.00,2,low,Q4: Low priority,0.00
Fiberglass Laminators and Fabricators,10.34,1915.20,87639751.19,10.34,1915.20,87639751.19,0.00,0.81,18520.00,45760.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Fence Erectors,8.90,2014.14,94543927.06,8.90,2014.14,94543927.06,0.00,0.42,22640.00,46940.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
"Floor Layers, Except Carpet, Wood, and Hard Tiles",9.90,2459.51,133649518.14,9.90,2459.51,133649518.14,0.00,0.87,24850.00,54340.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
"Insulation Workers, Floor, Ceiling, and Wall",13.62,5260.01,256057141.69,13.62,5260.01,256057141.69,0.00,0.44,38610.00,48680.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Slaughterers and Meat Packers,32.66,22044.06,877133068.71,32.66,22044.06,877133068.71,0.00,-0.93,67500.00,39790.00,Production Occupations,2.00,3,low,Q2: Already adopted,0.00
Shoe and Leather Workers and Repairers,10.77,822.90,29583369.06,10.77,822.90,29583369.06,0.00,1.31,7640.00,35950.00,Production Occupations,2.00,3,low,Q2: Already adopted,0.00
Automotive Glass Installers and Repairers,4.75,899.98,42532848.93,4.75,899.98,42532848.93,0.00,-0.12,18940.00,47260.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q2: Already adopted,0.00
Security and Fire Alarm Systems Installers,37.72,30748.65,1823395170.08,37.72,30748.65,1823395170.08,0.00,-0.11,81510.00,59300.00,"Installation, Maintenance, and Repair Occupations",3.00,8,high,Q2: Already adopted,0.00
Automotive Body and Related Repairers,11.71,18170.33,939042470.90,11.71,18170.33,939042470.90,0.00,-0.02,155220.00,51680.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q2: Already adopted,0.00
Furniture Finishers,16.17,2300.63,97845599.23,16.17,2300.63,97845599.23,0.00,0.08,14230.00,42530.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Food Scientists and Technologists,48.90,7026.67,599445568.81,48.90,7026.67,599445568.81,0.00,-2.15,14370.00,85310.00,"Life, Physical, and Social Science Occupations",4.00,5,moderate,Q4: Low priority,0.00
Floor Sanders and Finishers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.47,4140.00,49150.00,Construction and Extraction Occupations,1.00,2,low,Q4: Low priority,0.00
Helpers--Extraction Workers,3.66,246.24,11917829.43,3.66,246.24,11917829.43,0.00,-1.54,6720.00,48400.00,Construction and Extraction Occupations,2.00,2,low,Q4: Low priority,0.00
"Helpers--Installation, Maintenance, and Repair Workers",18.07,17625.14,684912830.44,18.07,17625.14,684912830.44,0.00,-0.98,97540.00,38860.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q2: Already adopted,0.00
Reinforcing Iron and Rebar Workers,11.47,1622.44,96178104.29,11.47,1622.44,96178104.29,0.00,-1.18,14140.00,59280.00,Construction and Extraction Occupations,2.00,2,low,Q4: Low priority,0.00
Helpers--Electricians,15.52,10003.76,399049974.63,15.52,10003.76,399049974.63,0.00,-0.36,64440.00,39890.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",22.66,9888.85,388334982.00,22.66,9888.85,388334982.00,0.00,-1.23,43640.00,39270.00,Construction and Extraction Occupations,2.00,2,low,Q4: Low priority,0.00
Segmental Pavers,5.39,902.91,43448028.58,5.39,902.91,43448028.58,0.00,-1.04,16765.00,48120.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
"Sewers, Hand",17.94,401.83,13565685.96,17.94,401.83,13565685.96,0.00,-0.29,2240.00,33760.00,Production Occupations,1.00,3,low,Q2: Already adopted,0.00
Prosthodontists,18.35,139.43,24987249.01,18.35,139.43,24987249.01,0.00,-1.48,760.00,179210.00,Healthcare Practitioners and Technical Occupations,5.00,4,moderate,Q4: Low priority,0.00
Foundry Mold and Coremakers,0.00,0.00,0.00,1.73,219.60,10035505.56,1.73,0.04,12720.00,45700.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Funeral Attendants,40.19,12282.66,425102764.87,40.19,12282.66,425102764.87,0.00,1.33,30560.00,34610.00,Personal Care and Service Occupations,2.00,10,high,Q2: Already adopted,0.00
Athletes and Sports Competitors,46.65,6702.98,417998018.82,46.65,6702.98,417998018.82,0.00,0.25,14370.00,62360.00,"Arts, Design, Entertainment, Sports, and Media Occupations",2.00,8,high,Q2: Already adopted,0.00
Paperhangers,22.39,340.30,16423001.62,22.39,340.30,16423001.62,0.00,0.07,1520.00,48260.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
"Paving, Surfacing, and Tamping Equipment Operators",0.90,408.88,21118598.99,0.90,408.88,21118598.99,0.00,-3.63,45680.00,51650.00,Construction and Extraction Occupations,2.00,2,low,Q4: Low priority,0.00
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",14.94,3765.16,170185154.36,14.94,3765.16,170185154.36,0.00,1.32,25200.00,45200.00,Building and Grounds Cleaning and Maintenance Occupations,2.00,3,low,Q2: Already adopted,0.00
Engine and Other Machine Assemblers,18.72,7193.85,377965028.60,18.72,7193.85,377965028.60,0.00,-1.04,38420.00,52540.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,0.00
"Insulation Workers, Mechanical",29.44,7549.29,432196924.49,29.44,7549.29,432196924.49,0.00,-0.42,25640.00,57250.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
"Insurance Appraisers, Auto Damage",44.79,3488.82,267417986.13,44.79,3488.82,267417986.13,0.00,-0.25,7790.00,76650.00,Business and Financial Operations Occupations,3.00,9,high,Q2: Already adopted,0.00
Dental Laboratory Technicians,14.43,4894.97,236475787.14,14.43,4894.97,236475787.14,0.00,0.72,33920.00,48310.00,Production Occupations,2.00,5,moderate,Q2: Already adopted,0.00
Dancers,21.71,1966.93,100352670.21,21.71,1966.93,100352670.21,0.00,-1.86,9060.00,51020.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,3,low,Q4: Low priority,0.00
Fishing and Hunting Workers,5.81,0.00,0.00,9.29,0.00,0.00,3.48,1.16,0.00,31471.20,"Farming, Fishing, and Forestry Occupations",1.00,3,low,Q2: Already adopted,0.00
Orthodontists,31.79,1637.37,293433446.71,31.79,1637.37,293433446.71,0.00,-1.73,5150.00,179210.00,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q4: Low priority,0.00
Oral and Maxillofacial Surgeons,13.47,718.10,128690628.16,13.47,718.10,128690628.16,0.00,-4.36,5330.00,179210.00,Healthcare Practitioners and Technical Occupations,5.00,0,low,Q4: Low priority,0.00
Optometrists,30.19,12646.24,1705093144.50,30.19,12646.24,1705093144.50,0.00,-2.06,41890.00,134830.00,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q4: Low priority,0.00
"Dentists, General",33.43,37940.73,6555779205.22,33.43,37940.73,6555779205.22,0.00,-3.16,113490.00,172790.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,0.00
"Painters, Construction and Maintenance",19.74,44253.82,2153390768.78,19.74,44253.82,2153390768.78,0.00,2.13,224180.00,48660.00,Construction and Extraction Occupations,2.00,6,moderate,Q2: Already adopted,0.00
Camera and Photographic Equipment Repairers,34.18,687.11,33874748.87,34.18,687.11,33874748.87,0.00,-0.74,2010.00,49300.00,"Installation, Maintenance, and Repair Occupations",3.00,8,high,Q2: Already adopted,0.00
"Painting, Coating, and Decorating Workers",13.39,1134.41,46351851.02,13.39,1134.41,46351851.02,0.00,0.25,8470.00,40860.00,Production Occupations,1.00,3,low,Q2: Already adopted,0.00
"Judges, Magistrate Judges, and Magistrates",24.47,6260.14,977896580.89,24.47,6260.14,977896580.89,0.00,-5.20,25580.00,156210.00,Legal Occupations,5.00,4,moderate,Q4: Low priority,0.00
"Excavating and Loading Machine and Dragline Operators, Surface Mining",11.21,3836.00,201581603.94,11.21,3836.00,201581603.94,0.00,-2.09,34210.00,52550.00,Construction and Extraction Occupations,2.00,2,low,Q4: Low priority,0.00
Electricians,43.47,322787.42,20125795934.22,43.47,322787.42,20125795934.22,0.00,-1.20,742580.00,62350.00,Construction and Extraction Occupations,3.00,6,moderate,Q4: Low priority,0.00
Sheet Metal Workers,31.58,37095.56,2257264820.85,31.58,37095.56,2257264820.85,0.00,0.71,117470.00,60850.00,Construction and Extraction Occupations,2.00,6,moderate,Q2: Already adopted,0.00
Manufactured Building and Mobile Home Installers,26.17,682.98,28056764.74,26.17,682.98,28056764.74,0.00,-2.40,2610.00,41080.00,"Installation, Maintenance, and Repair Occupations",2.00,2,low,Q4: Low priority,0.00
Motorcycle Mechanics,22.62,3168.41,149548730.28,22.62,3168.41,149548730.28,0.00,-0.91,14010.00,47200.00,"Installation, Maintenance, and Repair Occupations",3.00,4,moderate,Q2: Already adopted,0.00
Carpet Installers,15.76,2360.15,117653403.57,15.76,2360.15,117653403.57,0.00,-0.03,14980.00,49850.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,0.00
Cement Masons and Concrete Finishers,16.12,33093.05,1808865923.61,16.12,33093.05,1808865923.61,0.00,0.81,205230.00,54660.00,Construction and Extraction Occupations,1.00,5,moderate,Q2: Already adopted,0.00
Musical Instrument Repairers and Tuners,28.49,1632.73,73995210.81,28.49,1632.73,73995210.81,0.00,-1.44,5730.00,45320.00,"Installation, Maintenance, and Repair Occupations",3.00,1,low,Q4: Low priority,0.00
Mental Health and Substance Abuse Social Workers,51.92,65378.56,3926636337.24,51.92,65378.56,3926636337.24,0.00,-3.12,125910.00,60060.00,Community and Social Service Occupations,5.00,7,moderate,Q4: Low priority,0.00
Substance Abuse and Behavioral Disorder Counselors,44.51,72019.51,4335574271.20,44.51,72019.51,4335574271.20,0.00,-2.69,161811.67,60200.00,Community and Social Service Occupations,5.00,7,moderate,Q4: Low priority,0.00
Sustainability Specialists,75.53,84223.86,6844873372.43,75.53,84223.86,6844873372.43,0.00,-0.41,111504.00,81270.00,Business and Financial Operations Occupations,4.00,9,high,Q2: Already adopted,0.00
Tapers,9.44,1180.12,76354068.48,9.44,1180.12,76354068.48,0.00,-4.92,12500.00,64700.00,Construction and Extraction Occupations,2.00,1,low,Q4: Low priority,0.00
Nurse Midwives,45.91,3801.12,489545994.76,45.91,3801.12,489545994.76,0.00,-3.34,8280.00,128790.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,0.00
"Makeup Artists, Theatrical and Performance",17.67,586.74,29501053.40,17.67,586.74,29501053.40,0.00,0.04,3320.00,50280.00,Personal Care and Service Occupations,3.00,6,moderate,Q2: Already adopted,0.00
"Meat, Poultry, and Fish Cutters and Trimmers",45.01,63505.10,2394142378.59,45.01,63505.10,2394142378.59,0.00,0.85,141090.00,37700.00,Production Occupations,1.00,5,moderate,Q2: Already adopted,0.00
Dredge Operators,0.00,0.00,0.00,10.32,106.27,5146778.09,10.32,-1.82,1030.00,48430.00,Transportation and Material Moving Occupations,2.00,2,low,Q3: Tool gap,0.00
Water and Wastewater Treatment Plant and System Operators,0.00,0.00,0.00,16.84,21350.61,1243886562.85,16.84,-0.42,126750.00,58260.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,0.00
Medical Appliance Technicians,8.97,1031.10,48523795.19,8.97,1031.10,48523795.19,0.00,-0.58,11490.00,47060.00,Production Occupations,3.00,4,moderate,Q2: Already adopted,0.00
Dishwashers,5.27,24840.27,836371961.69,5.27,24840.27,836371961.69,0.00,2.62,471670.00,33670.00,Food Preparation and Serving Related Occupations,1.00,4,moderate,Q2: Already adopted,0.00
Agricultural Equipment Operators,16.24,5024.30,213934685.27,16.24,5024.30,213934685.27,0.00,0.19,30940.00,42580.00,"Farming, Fishing, and Forestry Occupations",1.00,3,low,Q2: Already adopted,0.00
